Data de publicação;Afirmação checada;Organização;Tipo de informação;Tema;Objeto;Formato;Origem;Fonte
26/08/2020;A atriz Letícia Spiller disse no Twitter que defensores de Bolsonaro devem morrer de Covid-19;Agência Lupa;Outros;Outros;Indefinido;Imagem e texto;Redes sociais;Facebook
26/08/2020;Uma enfermeira foi fotografada em uma lanchonete usando equipamento de proteção contra COVID-19;Agência Lupa;Outros;Outros;Prevenção;Imagem;Redes sociais;Facebook
26/08/2020;É #FAKE que Natal zerou pacientes com Covid-19 internados em CTIs graças a protocolo com medicamentos;Fato ou Fake;;Saúde;Azitromicina, Hidroxicloroquina e Ivermectina;Texto;Redes Sociais;Whatsapp
27/08/2020;A rede de supermercados Extra está distribuindo 15 milhões de reais em produtos para pessoas em situação de vulnerabilidade durante a pandemia;Agência Lupa;Outros;Outros;Indefinido;Texto;Redes sociais;Facebook
27/08/2020;As vacinas contra COVID-19 causam alterações irreversíveis no DNA.;Estadão Verifica;Curas;Saúde;Vacina;Texto;Meio de comunicação;Blog Mater Salutis
27/08/2020;Prefeito de Votuporanga perde a paciência, libera tudo em decreto e xinga a população #boato;Boatos.org;;Política;Indefinido;Vídeo;Redes Sociais;Facebook
30/08/2020;Médico italiano Roberto Petrella acerta ao alertar sobre “vacina contra Covid-19” e “farsa do coronavírus” #boato;Boatos.org;;Saúde;Vacina;Vídeo;Youtube;
30/08/2020;George Soros promete ajudar Argentina se país prolongar quarentena e prejudicar Bolsonaro #boato;Boatos.org;;Política;Isolamento Social;Texto;Redes Sociais;Facebook
31/08/2020;A OMS pede desculpas por se posicionar contra a hidroxicloroquina.;Aos Fatos;Autoridades;Saúde;Hidroxicloroquina;Texto;Redes sociais;Facebook
31/08/2020;As Lojas Americanas estão doando todo seu estoque, no valor de R$ 62 milhões, para famílias em situação de vulnerabilidade por causa da pandemia;Agência Lupa;Outros;Outros;Indefinido;Texto;Redes sociais;Facebook
31/08/2020;Foto de aglomeração na praia de Ipanema publicada pelo jornal O Estado de S. Paulo é falsa, e foi tirada antes da pandemia;Agência Lupa;Outros;Entretenimento;Isolamento Social;Texto;Redes sociais;Guilherme Fiuza (jornalista)
31/08/2020;A ex-presidente Dilma defendeu rodízio de alunos para reabertura de escolas.;Estadão Verifica;Autoridades;Política;Indefinido;Texto, imagem;Redes sociais;Facebook
